Class,Precision,Recall,F1,Support
S1,0.0,0.0,0.0,2
S2,0.0,0.0,0.0,23
S3,0.004677754677754678,0.8181818181818182,0.009302325581395349,11
S4,0.7058823529411765,0.02541026998411858,0.04905467552376086,1889
S5,0.0,0.0,0.0,74
