Class,Precision,Recall,F1,Support
S1,0.0,0.0,0.0,2
S2,0.0,0.0,0.0,23
S3,0.0,0.0,0.0,11
S4,0.9528446950281907,0.9841185812599259,0.9682291666666667,1889
S5,0.2222222222222222,0.10810810810810811,0.14545454545454545,74
