epoch,time,train_loss,train_specialist_loss,train_severity_loss,train_ortho_loss,train_cons_loss,train_div_loss,train_specialist_acc,train_severity_acc,val_loss,val_specialist_loss,val_severity_loss,val_ortho_loss,val_cons_loss,val_div_loss,val_specialist_acc,val_severity_acc,lr
1,17.111673831939697,5.123819828033447,2.5545958995819094,2.16457462310791,0.1325019359588623,0.19354355335235596,-1.3828768014907837,0.0625,0.01875,4.736457824707031,2.4866065979003906,1.8347164392471313,0.1566798835992813,0.19234904646873474,-0.6365141868591309,0.05,0.0,0.00016234898018587337
2,21.418179035186768,4.655204010009766,2.462026357650757,1.8557944536209106,0.12659434080123902,0.1828846365213394,-1.3787767171859742,0.15,0.0625,4.5215253829956055,2.431314468383789,1.665574312210083,0.1551121324300766,0.2793242037296295,-0.6365141868591309,0.05,0.0,5.6611626088244194e-05
3,20.310895919799805,4.519520568847656,2.407522106170654,1.7844711065292358,0.13057377189397812,0.1917085587978363,-1.3827845573425293,0.16875,0.05,4.4908528327941895,2.4229679107666016,1.6361993551254272,0.15414991974830627,0.30536404252052307,-0.6365141868591309,0.15,0.0,0.0
