architecture,runs,specialist_mean,specialist_std,severity_mean,severity_std,val_loss_mean,val_loss_std,training_time_mean,training_time_std
aces_only,5,0.33245614035087717,0.03126826951339927,0.9043859649122808,0.01284346531960203,1.7968721569630137,0.09040407454491098,19.25062789916992,0.180939148744506
amco_only,5,0.3763157894736842,0.046016067355970386,0.9105263157894736,0.01449692445705127,1.8445930924331932,0.06729635432647044,19.14078860282898,0.16935012631339522
baseline,5,0.3798245614035088,0.04267591189943266,0.9105263157894736,0.01449692445705127,1.847689137542457,0.06628206954923385,19.39173216819763,0.17045096529858414
ccsm_only,5,0.3732456140350877,0.02784310569842787,0.9052631578947368,0.008408021716088081,1.9291079776328908,0.06707547361698257,18.615114641189574,0.10275613220333164
dccf_only,5,0.3763157894736842,0.046016067355970386,0.9105263157894736,0.01449692445705127,1.8445930924331932,0.06729635432647044,19.108812189102174,0.18844776861596266
full_architecture,5,0.34605263157894733,0.03647873225659472,0.9070175438596492,0.013303290252722047,1.8760689373601944,0.09035203199248283,18.674635219573975,0.07201970857892638
